TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Idaho St.,BSky,28,14,104.2,108.1,0.394,55,52.5,18.5,16.7,19.8,28.1,34.5,31,52.4,53.1,39.4,34.3,69.2,-11.3,NA,NA,2018
Montana St.,BSky,30,13,101.9,110.3,0.2875,47.8,54.9,17.1,18.4,28.7,27.7,39,36.4,46.1,55.9,33.8,35.5,70.8,-13.8,NA,NA,2018
North Dakota,BSky,30,12,102,109,0.3181,51.8,56.4,17.4,19.7,19.8,29.5,35.5,34.1,51.4,56,35.1,38,72.9,-12.6,NA,NA,2018
Northern Arizona,BSky,30,5,92.2,108.9,0.1295,44.9,55.3,22,19,27,29.5,42.6,37,44.5,52.6,30.5,39.4,70.2,-19.2,NA,NA,2018
Northern Colorado,BSky,35,26,106.7,100.2,0.674,53.7,48.8,16.7,17.3,25.6,24.4,33.7,36.7,54,48.7,35.5,32.8,73.1,-6.2,NA,NA,2018
Portland St.,BSky,31,20,106.8,107,0.494,49.2,55,16.5,22,34.7,30.5,33.3,43.3,48.9,54,33.2,38,75.7,-6.8,NA,NA,2018
Sacramento St.,BSky,30,7,98.6,110.5,0.2122,49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,66.9,-18.6,NA,NA,2018
Southern Utah,BSky,30,13,100.7,108.1,0.3062,50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,48.2,53.2,36.1,38.2,72.8,-12.3,NA,NA,2018
Weber St.,BSky,28,20,105.4,106.1,0.4784,56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41,34.7,68.5,-6.1,NA,NA,2018
Campbell,BSth,31,18,104.9,110.3,0.3602,54.6,52,17.2,17.3,20.8,26.5,34,32.5,52.6,51.8,38.1,34.8,68.9,-11.5,NA,NA,2018
Charleston Southern,BSth,28,15,99.9,107.3,0.3058,49,53.9,19.5,22.1,30.2,28.1,31.3,35.1,49,49.9,32.6,39.2,67.5,-11.5,NA,NA,2018
Gardner Webb,BSth,29,14,97.6,104.8,0.305,49.1,50.4,20.1,17.1,25.2,27.3,28,37.3,48.1,50.8,34,33.2,69,-12.1,NA,NA,2018
High Point,BSth,27,14,98.5,106.5,0.2907,49.3,50.1,19.1,20.4,30.9,28.9,34.1,40.1,47.6,48.8,35.9,34.8,66.8,-12.4,NA,NA,2018
Liberty,BSth,34,22,102.8,104.7,0.447,52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,51.1,47.3,36.8,37.5,64.2,-9.7,NA,NA,2018
Longwood,BSth,30,7,89.4,109.2,0.0911,46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,45.8,53.2,31.5,34.1,70.3,-21.2,NA,NA,2018
Presbyterian,BSth,29,11,96.5,115.3,0.1144,49,55.3,18.8,17.8,24.9,30,28,29.3,46.8,55.5,34.6,36.7,64.6,-16.2,NA,NA,2018
UNC Asheville,BSth,32,21,105.1,106.7,0.4561,54.6,52.5,19.4,18.5,24,26.8,31.3,33.9,52,52.4,39.4,35.1,70.6,-6.2,NA,NA,2018
Winthrop,BSth,28,19,104.8,106.6,0.4528,54.8,49.7,19.7,18.6,26.2,27.2,35.9,32.1,54.8,48.1,36.5,34.9,72.8,-7.6,NA,NA,2018
Cal Poly,BW,29,9,96.3,113.6,0.1296,46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,41.5,49.8,35.8,40.1,67.4,-16.8,NA,NA,2018
Cal St. Northridge,BW,28,6,97.3,113.2,0.1498,47.7,52.6,18.3,16.4,23.3,32.7,28.3,32.8,45.9,51.7,34.7,36.3,67,-19.3,NA,NA,2018
Hawaii,BW,28,17,99.1,101.4,0.4328,50.1,49.9,19.5,19.9,26.3,24.5,40.8,38.7,50.9,50.1,32.5,33.1,69,-8.5,NA,NA,2018
Long Beach St.,BW,31,15,104.6,107.5,0.4208,49.6,53.7,20.7,18.7,32.2,30.4,40.3,28.6,48.4,52.5,35.1,37.5,73.1,-10.2,NA,NA,2018
UC Davis,BW,31,22,103.2,100.8,0.5691,52,49.4,18.6,21.9,24.4,29.1,38.5,36.5,50.7,49.2,36.6,33,67.5,-4.4,NA,NA,2018
UC Irvine,BW,33,18,99.4,97.3,0.5585,48.1,45,20.5,14.8,32.3,24.8,28.2,41.2,47.5,42.9,33,32.8,68.2,-9.1,NA,NA,2018
UC Riverside,BW,29,9,92.8,103.5,0.2216,45.1,49.1,20,19.3,26.8,31.8,32.4,38.2,44.1,48.5,31.3,33.3,69.5,-16.2,NA,NA,2018
UC Santa Barbara,BW,30,23,110.2,106.2,0.6045,53,49.9,14.9,16.6,28.7,27,32,29.5,50.5,48.9,38.3,34.4,67.9,-3.9,NA,NA,2018
Delaware,CAA,31,14,101.8,108,0.3351,50.3,52.9,15.8,14.9,26,26.2,34.4,29.6,50.7,51.2,32.9,37,66.9,-13.8,NA,NA,2018
Drexel,CAA,32,13,102.3,110.2,0.2981,49.6,52.2,17.3,15.6,30.8,30.7,31.8,30.6,50.2,51.1,32.2,36.3,70.1,-14.5,NA,NA,2018
Elon,CAA,30,14,102.6,110.7,0.2943,52.3,52.5,16.7,14.2,21.7,28.9,24,23.6,52.5,50,34.7,37.1,68.5,-12,NA,NA,2018
Hofstra,CAA,30,19,110,109.4,0.5169,53.2,54.2,15.6,16.3,30.6,27.5,36.5,32.5,51.6,54.3,37.3,36,70,-6.1,NA,NA,2018
James Madison,CAA,31,10,100.7,106.4,0.3462,48,52.8,16.5,18.5,28.9,28.2,34.1,42,46.7,50.9,33.5,37.2,69.1,-16.5,NA,NA,2018
Northeastern,CAA,32,23,106.1,99.8,0.6709,56.9,49.4,19.8,17.9,25.3,25.6,35.1,33,57.6,51.1,37.3,30,68,-4,NA,NA,2018
Towson,CAA,30,18,104,105.5,0.4584,51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,51.1,49.4,35.3,35,69,-9.1,NA,NA,2018
UNC Wilmington,CAA,30,11,104.3,110.6,0.3369,48.9,56.6,17.3,15.6,33.8,25.5,31.1,36.9,47.4,54.8,34.5,39.6,73.3,-14.9,NA,NA,2018
William & Mary,CAA,29,19,114,114.8,0.4815,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,56.6,57.2,42.2,37.4,71,-6.2,NA,NA,2018
Charlotte,CUSA,28,6,98.7,113,0.1727,48.3,54.7,20.6,17.6,26.2,28.8,38.9,31.7,46.5,54.2,34.6,37.1,72.4,-16.9,NA,NA,2018
FIU,CUSA,29,14,98.6,102.4,0.3927,47.1,50.6,15.6,19.8,25.9,27.4,36.5,34.8,47.2,50.6,31.3,33.7,69.9,-13,NA,NA,2018
Florida Atlantic,CUSA,28,12,95.5,102,0.3187,43.9,49.2,18.2,16.6,28.5,27.5,29,32.6,42.3,49.1,31.9,32.9,70.2,-12.7,NA,NA,2018
Louisiana Tech,CUSA,31,17,106.2,104.3,0.5516,50.9,50.6,17.9,18.2,27.4,29,36.5,32.1,48.2,48.6,36.7,36.4,68.5,-9,NA,NA,2018
Middle Tennessee,CUSA,32,25,110.3,96.8,0.8186,53.1,49.2,18.6,19.1,30.7,22.3,30.1,40.8,51.9,50.4,37.1,31.5,67.7,0.8,NA,NA,2018
North Texas,CUSA,36,20,105.5,102.8,0.5741,51.2,48.6,18.7,17.3,30.2,25.7,33.6,38.8,50,49.1,35.4,31.9,68.5,-10.2,NA,NA,2018
Old Dominion,CUSA,32,25,107.5,95.7,0.791,50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,49.3,45.6,35.7,33.8,66,-0.9,NA,NA,2018
Rice,CUSA,29,7,98.9,108.4,0.2585,48,52.6,20.7,16.5,27.6,28.4,35.2,28.5,48,51.7,32.1,36,68.9,-17.4,NA,NA,2018
Southern Miss,CUSA,30,16,104.7,107.9,0.4139,50.3,56,14.6,19.8,20.5,29,28.3,32.9,49.8,55.1,34.1,38.1,66.3,-9.9,NA,NA,2018
UAB,CUSA,31,20,108,102.5,0.6448,54.7,50.6,19,17.6,30.9,25,28.3,26.8,55.9,49.1,34.8,35,68.8,-6.1,NA,NA,2018
UTEP,CUSA,30,11,96.8,103,0.3286,49.3,50.6,17.8,17.4,19,27,30.9,36.4,49,48.8,33.1,35.3,68.9,-13.7,NA,NA,2018
UTSA,CUSA,32,20,104,103.2,0.523,51.1,49.4,17.1,16.3,26.5,27.3,29.6,41.6,49.3,47.8,35.5,34.7,73,-7.1,NA,NA,2018
Western Kentucky,CUSA,37,27,113.8,100.7,0.8039,54.2,49.4,16.6,17.9,29,29.3,40,23.9,54.6,46.7,35.4,36,69.5,-1.2,NA,NA,2018
Cleveland St.,Horz,34,12,97.9,109.2,0.2234,50.6,53,18.9,19.5,22.1,32.9,29.4,31.1,50.4,52.5,34,35.9,68.2,-16.7,NA,NA,2018
Detroit,Horz,30,8,101.6,116.7,0.1696,49.1,56.7,18.2,17.2,27,31.4,31.1,37.5,48.5,54.1,33.3,40.6,73.8,-18,NA,NA,2018
Green Bay,Horz,30,13,99.8,108,0.2863,48.6,50.9,18.6,17.8,25.6,30.9,32.3,31.4,44.7,51.7,36.2,33.1,73.2,-14.4,NA,NA,2018
Illinois Chicago,Horz,34,20,100.2,102,0.45,50.6,46.7,20.8,17.2,28.8,30.4,35.3,34.2,49.8,45.8,34.9,32.3,73.3,-10,NA,NA,2018
IUPUI,Horz,28,11,97.6,108,0.2375,48,54.6,20.5,21.2,31.9,29.3,32.9,37.8,45.2,55.6,35.5,35.3,67.3,-13.5,NA,NA,2018
Milwaukee,Horz,31,16,99.2,102.5,0.4086,50.9,50.1,18.1,18,25.1,23.8,27.7,27.4,50.9,46.5,33.9,37.4,66.8,-10.9,NA,NA,2018
Northern Kentucky,Horz,30,22,106.2,98.3,0.7087,53.8,47.1,17.6,19.2,28,26.8,31,31.7,55.7,46.7,34,31.8,69.6,-4.5,NA,NA,2018
Oakland,Horz,33,19,105.7,106.2,0.4866,52,50.8,18.1,16.9,28,28.6,35.5,27.8,51.4,48.5,35.2,37.3,72,-8,NA,NA,2018
Youngstown St.,Horz,30,8,101.1,114.5,0.1931,47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,46.5,57.4,33.2,40.8,72.4,-17.9,NA,NA,2018
Brown,Ivy,26,11,101,109.2,0.2899,48.5,54.4,18.4,19.3,29.4,26.7,40.4,40,48.6,53.9,32.1,37,72.7,-11.6,NA,NA,2018
Columbia,Ivy,26,8,107.9,113,0.3698,52.4,54.2,17.8,18.2,27,29.4,24.5,32,49.9,51.6,37.2,38.4,71.1,-13.6,NA,NA,2018
Cornell,Ivy,27,12,104.8,112.2,0.3131,52.5,53.3,18.5,15.7,24.4,30.2,35.1,28.8,54,49.9,33.4,39.3,70.6,-10.9,NA,NA,2018
Dartmouth,Ivy,26,7,96.9,109.5,0.1968,51.4,54.4,20,18.1,23.9,27.2,32.8,25.6,49.7,55.5,36,35.1,67.9,-15.4,NA,NA,2018
Harvard,Ivy,31,18,100.8,97.8,0.5854,50.4,49,20.5,18.4,26.5,23.1,27.6,35.2,48.5,47.7,35.4,34.1,66.8,-6.8,NA,NA,2018
Princeton,Ivy,28,13,104.9,106.1,0.4689,53.9,52.2,16.4,16.6,22,24.8,26.2,32.5,52.1,51.2,37.3,35.9,65.6,-10.1,NA,NA,2018
Yale,Ivy,30,16,102.5,105.2,0.4244,52.7,52.4,18.8,17.7,25.4,26.7,31,33.8,55.3,53.4,32.8,33.7,70.2,-8.3,NA,NA,2018
Canisius,MAAC,33,21,105.9,104.4,0.5411,54.2,50.5,18.7,21.6,29.9,30.4,29.9,37.2,55.9,51.7,34.8,32.1,70,-6.5,NA,NA,2018
Fairfield,MAAC,33,17,101,105.6,0.3743,51.4,52.5,17.4,18.8,24.4,27.1,30.9,36.8,51.8,49,33.9,39.3,71.6,-10.5,NA,NA,2018
Manhattan,MAAC,31,14,98.5,104,0.3501,51.6,50.1,22.7,21.5,31,32.1,37.6,41,46.8,49.1,40,34.5,67.1,-12.3,NA,NA,2018
Marist,MAAC,31,6,98.5,111.8,0.1891,52.7,52.6,21.7,14.8,22.6,29.8,35.8,29.8,53,50.8,34.9,36.9,70.5,-20.2,NA,NA,2018
Monmouth,MAAC,31,11,102.7,104.3,0.4537,52.3,51.4,20.9,18.3,26.6,26.9,44.1,41.6,49.3,49.9,38.9,35.4,71.2,-13.7,NA,NA,2018
Niagara,MAAC,33,19,107.8,113.9,0.3486,50.8,52.6,15,15.5,30.9,31,38,29.5,49.2,50.2,35.8,38,74.7,-8.2,NA,NA,2018
Quinnipiac,MAAC,33,12,100.8,111,0.2485,50.3,53.6,19.4,16.3,27.8,28.5,37,30.1,49.8,50.2,33.9,39.6,67.7,-16.3,NA,NA,2018
Rider,MAAC,32,22,107.8,106.8,0.527,52.6,52.8,17.6,20.5,33.5,28.6,42.1,36.8,52,50.5,35.8,37.1,74.9,-3.4,NA,NA,2018
Saint Peter's,MAAC,32,14,94.5,99.3,0.3625,49.2,48.4,19.6,21.3,27.1,28.9,27.3,42.3,48.1,47.8,33.7,32.9,63.9,-13,NA,NA,2018
Siena,MAAC,32,8,96.1,107.8,0.209,48.2,50.9,21.7,15.6,31.4,29,36.4,42.1,44.7,50.1,36.7,34.9,67.3,-18.6,NA,NA,2018
Akron,MAC,31,14,102.4,107.5,0.3634,51.5,54.2,19.8,18.5,27,28.3,31.4,39.1,49.9,54.1,35.6,36.1,68.9,-12.1,NA,NA,2018
Ball St.,MAC,31,19,102,102.7,0.4797,51.4,49.4,18.4,16.7,28,27.5,33.2,30,51.7,46.3,33.9,36.6,71.1,-6.8,NA,NA,2018
Bowling Green,MAC,30,16,101.4,107.4,0.3406,47.3,52.3,17.6,16.8,29.7,26.5,36.6,32,45.1,51.2,34.3,36.3,71.5,-10.8,NA,NA,2018
Central Michigan,MAC,33,21,109.5,109.4,0.5009,51,52.5,17,17.9,31.1,31,33.7,27.2,50.5,53.1,34.4,34.5,68.3,-9.1,NA,NA,2018
Eastern Michigan,MAC,31,22,101.3,99.1,0.563,51.4,47.5,18.7,20.1,30.4,32.7,29.2,31.6,52,44.6,33.6,34.6,66,-6.6,NA,NA,2018
Kent St.,MAC,33,17,101.7,105.8,0.3863,48.7,51.1,18.7,18,31.4,30.5,32.5,33.4,48.8,51.2,32.4,33.9,69.8,-10.5,NA,NA,2018
Miami OH,MAC,32,16,100,101.9,0.4475,50.1,51.4,19.3,18.1,27.1,25.8,27,28.5,50,51.9,33.5,33.7,67.7,-10.5,NA,NA,2018
Northern Illinois,MAC,30,12,102.1,110.6,0.2844,49.5,54.3,17,17.4,28.2,28.8,33.1,33.4,49.8,54.6,32.6,36,68.3,-13,NA,NA,2018
Ohio,MAC,30,14,99.9,101,0.4672,51,49.9,18,18.1,22.4,26.4,30.9,30.1,48.4,50.7,37.2,32.4,72.7,-10.9,NA,NA,2018
Toledo,MAC,33,23,113.2,108.3,0.6248,55.3,49.5,16.6,13.4,27.8,27.8,37.1,26.4,51.4,48.5,40.6,34.4,69.5,-4.5,NA,NA,2018
Western Michigan,MAC,30,17,105.3,108,0.4287,49.3,54.2,15.6,19.7,29.7,27.2,34.1,33.7,48,52.5,34.5,37.6,68.9,-9.5,NA,NA,2018
Bethune Cookman,MEAC,30,18,98.6,110.9,0.2062,49.5,48.6,20.3,17.6,32.9,30.5,41.2,38.2,51,47.6,31.2,33.6,76.9,-11.4,NA,NA,2018
Coppin St.,MEAC,32,5,86.2,109.7,0.0585,43.3,49.2,20.5,17.9,22.3,31.9,27.1,37.6,41,48.3,30.5,33.7,68.7,-20.9,NA,NA,2018
Delaware St.,MEAC,30,4,90.3,119.2,0.0391,47.3,55.9,22.8,18.2,29.3,33.7,28.5,35.7,46.1,53.8,33.2,38.9,66.2,-24.1,NA,NA,2018
Florida A&M,MEAC,33,9,94.2,117.7,0.0723,47.2,53.6,19.5,18.7,27.5,36.5,32.1,36.2,44.8,54.4,35.1,34.8,68.4,-19.1,NA,NA,2018
Hampton,MEAC,32,19,100.1,107.6,0.3037,48.8,48.9,16.9,16.9,28.7,29.7,33.8,35.7,49.1,48.2,32,33.3,72.8,-11.1,NA,NA,2018
Howard,MEAC,31,10,98.4,119.4,0.0976,48.8,53.4,18,18.8,28.9,34.9,34.5,38.3,46.7,53.7,34.9,35.3,71.4,-18.6,NA,NA,2018
Maryland Eastern Shore,MEAC,30,7,90.1,117.5,0.045,43.1,54.7,19.4,16,28.2,34.7,29.7,31.8,44.3,54.3,27.5,36.8,66.4,-19.3,NA,NA,2018
Morgan St.,MEAC,30,13,95.4,111.2,0.1467,45.6,51.9,18.7,20.5,33.5,30.7,39.3,41.7,44.8,51.9,32,34.6,70,-15.8,NA,NA,2018
Norfolk St.,MEAC,30,14,94.6,108.3,0.1732,49.4,50,21.1,20.2,31.6,29.8,31.3,43.1,46.1,47.3,37,35.7,70,-13,NA,NA,2018
North Carolina A&T,MEAC,33,20,96.8,111.9,0.1585,51.2,51.5,19.5,18,27.8,28.6,37.5,31.5,54.3,52.5,30.3,33.1,70.1,-10.3,NA,NA,2018
Savannah St.,MEAC,30,15,99.7,114.3,0.1709,48.1,56.6,16.7,20.9,26.7,35.8,29.3,30.8,51.5,58,30.2,36.2,83.4,-9.6,NA,NA,2018
South Carolina St.,MEAC,30,10,96.1,119.2,0.0779,46.7,56.5,18.5,18.9,29.4,32.8,35.9,33.6,45.7,57.8,32.7,36.3,71.9,-17.3,NA,NA,2018
Bradley,MVC,32,20,103.9,99.7,0.6155,48.9,47.7,20,20.3,31.3,29,37.8,35.6,46.6,46.2,35.6,33.3,67,-5.6,NA,NA,2018
Drake,MVC,33,17,105.6,103.8,0.5496,50.4,51.6,17.2,16.9,23.6,27.9,32.3,24.5,48.4,52.3,35.6,33.6,69.3,-8.1,NA,NA,2018
Evansville,MVC,30,17,97.6,95.4,0.5674,48.7,49.8,20.9,20.9,23.9,26.1,34.6,32.9,44.5,48.5,39.8,34.4,66.7,-7.7,NA,NA,2018
Illinois St.,MVC,32,18,104.4,102.5,0.5537,49.8,49,18.9,18.1,26,31.5,33.8,38.3,49.4,50.3,33.6,31.3,70.1,-5.9,NA,NA,2018
Indiana St.,MVC,29,13,103.2,101.4,0.5506,49.5,51.4,20.1,19.8,27.6,23.6,34.1,42.1,46.5,50.1,35.9,35.7,71.1,-10.3,NA,NA,2018
Missouri St.,MVC,32,18,108.3,103.6,0.6271,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46,32.9,33.5,66.7,-8,NA,NA,2018
Northern Iowa,MVC,30,16,103.6,97.3,0.6732,48.5,49.8,17.5,17,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37,63.7,-7.1,NA,NA,2018
Southern Illinois,MVC,32,20,104.4,102.8,0.5446,52.2,50.5,18.7,19.9,25.9,29,32.4,34.1,51.5,50.9,35.7,33.3,67.9,-5.3,NA,NA,2018
Valparaiso,MVC,30,15,101.5,101.5,0.502,50.8,48.5,21.2,19.5,26.7,28,36.7,44.1,50.5,48.6,34.1,32.2,70.9,-9.7,NA,NA,2018
Air Force,MWC,29,12,99.8,105,0.3596,47.6,54.9,18.8,20.6,27.4,28.8,32,33.3,46.8,51.3,32.5,39.7,66.9,-11.8,NA,NA,2018
Boise St.,MWC,31,23,109.2,96.3,0.8087,53.8,48.8,18.9,16.4,29.3,18.4,31,29.5,52,48.4,37.5,33,70.1,-0.4,NA,NA,2018
Colorado St.,MWC,31,11,102,107,0.3659,47.5,53.7,18.8,17.4,30.6,28.1,33.8,35.9,46.4,53.7,33,35.8,71,-11.9,NA,NA,2018
Fresno St.,MWC,30,21,108.5,98,0.7631,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39,52.7,46.7,39,36.8,67.7,-3.8,NA,NA,2018
New Mexico,MWC,33,19,113.2,106.1,0.6778,53.5,54.8,16.8,22,26.1,31,34.6,39.9,51.4,53.7,37.1,38.1,72.2,-6.1,NA,NA,2018
San Jose St.,MWC,29,4,95.5,106.9,0.213,48.6,53.2,23.6,14.9,27.8,24.8,34.2,30.8,46.2,53.3,36.2,35.4,68.3,-18.5,NA,NA,2018
UNLV,MWC,33,20,110.4,104.1,0.6637,53.5,48.7,19.1,15.5,34.5,29.9,43.4,26.2,54.8,46.7,33.4,35.2,73.8,-4.8,NA,NA,2018
Utah St.,MWC,33,17,106.1,103.8,0.5631,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36,36,68,-8,NA,NA,2018
Wyoming,MWC,32,20,104.6,101.2,0.5944,52.1,51,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37,74.5,-3.8,NA,NA,2018
Bryant,NEC,31,3,98.3,119.8,0.0936,47.9,57.6,18.2,17.9,26.2,34.1,27.8,33,45.5,55.4,34.4,40.5,71.3,-23,NA,NA,2018
Central Connecticut,NEC,32,14,97,109.9,0.1926,51,51.2,21.8,16.6,31.1,28.3,32.6,30.1,51.8,48.9,32.9,36.4,65.9,-13.8,NA,NA,2018
Fairleigh Dickinson,NEC,29,13,101.7,112.7,0.2334,49.8,51.6,19.2,19.3,30.3,35,30.8,35.9,49.3,50.1,33.9,36,71.7,-13.1,NA,NA,2018
Mount St. Mary's,NEC,30,18,102.8,109.5,0.3262,54.1,51.7,16.2,20.2,20.5,35.4,29.1,27.3,52.3,51.6,37.3,34.6,66,-10.1,NA,NA,2018
Robert Morris,NEC,33,16,93.2,102.1,0.2596,47.4,50.5,20.9,22.3,31.2,31.2,34.3,36.2,45.9,51.1,33.2,32.8,70.6,-11.8,NA,NA,2018
Sacred Heart,NEC,30,10,95.6,108.4,0.1908,48.5,50.9,21.5,14.6,32.5,22.6,30,33,50.3,50.9,29.9,33.9,69.6,-16.9,NA,NA,2018
St. Francis NY,NEC,29,13,97.6,111,0.1851,48.7,53.2,17.7,20.9,26.2,31.9,30.4,45.1,46.4,54.1,34.6,34.1,70.3,-14.6,NA,NA,2018
St. Francis PA,NEC,29,18,104.1,110.2,0.3424,52.8,53.6,16.5,18.6,25.7,31.1,33.5,23.4,51.2,53.8,37,35.5,69.7,-7.7,NA,NA,2018
Wagner,NEC,31,23,101.8,104.6,0.4236,49.8,49,19.7,20.4,35.8,28.6,34.2,46.7,47,45.8,36,36.2,68.8,-5.3,NA,NA,2018
Austin Peay,OVC,32,19,104.7,105.6,0.4734,49.9,54,19.8,22.1,34.7,28.9,35.9,39.9,49,53,34.8,37.1,70.2,-7.5,NA,NA,2018
Belmont,OVC,33,24,112.3,103.4,0.7217,58.8,48.9,18.1,16.9,25.2,25.7,27.9,26.8,61.7,48.1,37.6,33.5,68.3,-2.7,NA,NA,2018
Eastern Illinois,OVC,29,12,99.4,106.1,0.3191,47.7,52,20.4,19.3,29.9,29.9,32.2,33.4,44.6,48.5,35.3,38.5,66.8,-13.2,NA,NA,2018
Eastern Kentucky,OVC,29,11,101.1,112.2,0.2315,49.8,55.3,19.1,19.1,27.1,31.9,33.4,35,48.2,52.9,35.1,39.8,69.4,-14.3,NA,NA,2018
Jacksonville St.,OVC,35,23,100.7,99.9,0.5217,50.2,48.4,19.2,19.3,33.4,26.2,30.4,32.4,51.3,47.3,31.8,33.3,67.2,-6.7,NA,NA,2018
Morehead St.,OVC,27,8,98,109.2,0.2243,48.2,55.2,22.1,19.9,31,29.9,36.7,40.9,48.5,56,31.8,36,69.9,-14.7,NA,NA,2018
SIU Edwardsville,OVC,30,9,98.8,111.3,0.2029,47.8,54.1,19.4,17.5,29.3,29.4,33,45.9,47.2,53.5,32.4,36.8,70.5,-15.3,NA,NA,2018
Southeast Missouri St.,OVC,29,14,107.2,115.6,0.2943,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,NA,NA,2018
Tennessee Martin,OVC,29,10,94.3,105.6,0.2149,49.8,50.7,21.6,19,28.5,32,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,NA,NA,2018
Tennessee St.,OVC,28,15,96.3,101,0.3673,49.3,52.7,21.9,23.3,25.5,27.7,37.8,35.4,48.1,51.3,33.9,36.1,66.7,-9.5,NA,NA,2018
Tennessee Tech,OVC,31,19,97.4,102.6,0.3558,49,51,19.8,20.3,28.2,30.1,37.7,36.6,47.5,51.6,34.5,33.4,72,-7.9,NA,NA,2018
California,P12,31,8,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,NA,NA,2018
Colorado,P12,32,17,104.8,99,0.6588,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,69.2,-4.5,NA,NA,2018
Oregon,P12,36,23,110,100,0.7501,53.3,50.3,17.1,19,31,26.8,31.7,36.3,53.1,48.4,35.7,35.6,68.6,-2.3,NA,NA,2018
Oregon St.,P12,32,16,107.4,100.9,0.6713,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3,NA,NA,2018
Stanford,P12,35,19,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,NA,NA,2018
USC,P12,36,24,114,98.6,0.8423,53.8,51,15.3,19.2,30,28.8,29.9,26.6,52.4,49.8,37.6,35.2,69,-0.4,NA,NA,2018
Utah,P12,35,23,111.4,97.9,0.8156,54.5,48.3,17.5,17.5,24.1,28.6,34.4,28.8,53.6,47,37,33.6,67.1,-1.5,NA,NA,2018
Washington,P12,34,21,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,NA,NA,2018
Washington St.,P12,31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,NA,NA,2018
American,Pat,30,6,96.5,111.1,0.1649,50.7,54.8,20.4,20.4,23.8,31.4,30.4,40.7,50.7,53.6,33.8,38.3,67.6,-19,NA,NA,2018
Army,Pat,29,13,99,108.2,0.2638,52.3,52.4,18.8,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,NA,NA,2018
Boston University,Pat,30,15,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30,51.1,52.2,37.3,35.8,68.7,-11.6,NA,NA,2018
Colgate,Pat,32,19,104.5,107.9,0.4084,51.5,53.2,16.4,19.4,25.6,27.6,29,29.4,49,51.8,36.3,36.7,67.6,-8.6,NA,NA,2018
Holy Cross,Pat,31,12,97.7,107.2,0.2569,52.6,51,19.1,20,19.3,31.9,29.7,34,55.1,49.4,32.6,35.4,64,-15,NA,NA,2018
Lafayette,Pat,30,10,101.4,112.2,0.2368,53.3,52,19.3,14.7,21,27.2,28.8,26,51.4,52.2,37.4,34.4,69.4,-16.8,NA,NA,2018
Lehigh,Pat,29,16,105.2,111,0.3511,52.9,52.4,17.4,16,25.3,26.8,25.8,30.7,47.7,53.1,40.6,34.3,71.9,-9.7,NA,NA,2018
Loyola MD,Pat,30,9,95.7,110,0.167,47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,48.1,54,31.3,36.8,69.7,-17.4,NA,NA,2018
Navy,Pat,31,20,97.6,102.8,0.3551,49.6,53.2,21.3,21.3,31.7,22.2,36.2,34,50.2,51.8,32.3,36.8,66.8,-8.1,NA,NA,2018
Appalachian St.,SB,31,15,102.5,106.3,0.3985,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,49.9,48.7,33.3,37.9,71.2,-12.4,NA,NA,2018
